step,dfa_loss,bp_loss,grad_alignment,val_loss,gate_participation_l1,gate_participation_unit_l1,gate_strength_sq_l1,saturation_frac_l1,gate_saturation_frac_low_g_l1,teacher_reff_l1,gate_cv_l1,feedback_signal_norm_l1,angular_update_l1,weight_alignment_l1,param_grad_alignment_l1,feature_movement_l1,feature_path_l1,selected_loss_response_l1,residual_loss_response_l1,gate_participation_l2,gate_participation_unit_l2,gate_strength_sq_l2,saturation_frac_l2,gate_saturation_frac_low_g_l2,teacher_reff_l2,gate_cv_l2,feedback_signal_norm_l2,angular_update_l2,weight_alignment_l2,param_grad_alignment_l2,feature_movement_l2,feature_path_l2,selected_loss_response_l2,residual_loss_response_l2,gate_participation_l3,gate_participation_unit_l3,gate_strength_sq_l3,saturation_frac_l3,gate_saturation_frac_low_g_l3,teacher_reff_l3,gate_cv_l3,feedback_signal_norm_l3,angular_update_l3,weight_alignment_l3,param_grad_alignment_l3,feature_movement_l3,feature_path_l3,selected_loss_response_l3,residual_loss_response_l3
11,5.999136924743652,5.999136924743652,0.0318946176419651,,0.9509536027908325,0.9509536027908325,0.6967144012451172,0.0,0.0,291.5158996582031,0.1433650404214859,1.1279763655332669,4704.5966796875,1.6228842270038513e-08,0.06013006907671351,0.07160455654622447,0.07160455654622447,,,0.934184193611145,0.934184193611145,0.7047017812728882,0.0,0.0,288.0408020019531,0.16709943115711212,1.1867250518375771,7772.95849609375,-1.79246431031288e-08,0.008218186073235568,0.13256352958070755,0.13256352958070755,,,0.9406108856201172,0.9406108856201172,0.7417246699333191,0.0,0.0,289.2174987792969,0.15428392589092255,1.201513275548922,9202.3583984375,1.3745396820752376e-08,0.03292138508679566,0.17411382525737532,0.17411382525737532,,
12,5.9016571044921875,5.9016571044921875,0.03349269563055273,,0.9522221684455872,0.9522221684455872,0.702599823474884,0.0,0.0,291.8034973144531,0.14070969820022583,1.1177959323088682,3928.691650390625,1.8176363525412853e-08,0.05588144181191251,0.07557945964990337,0.07557945964990337,,,0.9281587600708008,0.9281587600708008,0.6975851655006409,0.0,0.0,286.9933776855469,0.1744370311498642,1.153994594213388,6931.2353515625,-1.6924238011029047e-08,0.003427327369720315,0.14444679859308215,0.14444679859308215,,,0.9289562106132507,0.9289562106132507,0.7274873852729797,0.0,0.0,286.9892578125,0.17012013494968414,1.1721725320857421,8773.4970703125,1.4231579470447286e-08,0.04288313393866273,0.19443718759314288,0.19443718759314288,,
13,5.767429351806641,5.767429351806641,0.01897684857693858,,0.9457880854606628,0.9457880854606628,0.6902305483818054,0.0,0.0,290.6401062011719,0.15199124813079834,1.0828359815334794,3518.010009765625,2.004383858889014e-08,0.05768686593779581,0.07878511609573405,0.07878511609573405,,,0.9146832227706909,0.9146832227706909,0.6765304207801819,0.0,0.0,284.43603515625,0.19245122373104095,1.1184581148234602,6697.470703125,-1.595887688665698e-08,-0.008807026551875067,0.15498314988685205,0.15498314988685205,,,0.9112372398376465,0.9112372398376465,0.7039536833763123,0.0,0.0,283.5026550292969,0.19309575855731964,1.1228506804197274,8462.638671875,1.475705690978657e-08,0.02004318098067101,0.21423587821330373,0.21423587821330373,,
14,5.719955921173096,5.719955921173096,0.011014755517503153,,0.9351233839988708,0.9351233839988708,0.669924259185791,0.0,0.0,288.64385986328125,0.16696935892105103,1.0579152129145837,3441.46484375,2.220138739517097e-08,0.05511353506116241,0.08156212177521702,0.08156212177521702,,,0.8938992619514465,0.8938992619514465,0.64768385887146,0.0,0.0,280.1327209472656,0.2173401415348053,1.077526529870735,6674.935546875,-1.483580991390454e-08,-0.017659445347274295,0.1649217890174715,0.1649217890174715,,,0.8828293085098267,0.8828293085098267,0.6704772114753723,0.0,0.0,277.5948181152344,0.22607402503490448,1.0720010746454933,8610.2041015625,1.5358804006382343e-08,0.011349456401458293,0.23377435715760422,0.23377435715760422,,
15,5.740042209625244,5.740042209625244,0.0009200663553698698,,0.9309967160224915,0.9309967160224915,0.6627702713012695,2.604166729724966e-05,2.604166729724966e-05,287.9452209472656,0.17337745428085327,1.0563267224045085,3277.638671875,2.467024273755669e-08,0.03863359689043029,0.08425749953591379,0.08425749953591379,,,0.8796049356460571,0.8796049356460571,0.6303037405014038,0.0,0.0,277.3559875488281,0.23446382582187653,1.0594013859476863,6559.587890625,-1.3647697194585362e-08,-0.018420445939770564,0.17496390398167877,0.17496390398167877,,,0.8641126155853271,0.8641126155853271,0.6475081443786621,0.0,0.0,273.6313171386719,0.2476661056280136,1.0410315833392134,8462.6689453125,1.6025303750666353e-08,-0.0012852959928327063,0.2543106604690483,0.2543106604690483,,
16,5.552655220031738,5.552655220031738,-0.0004574508458400774,,0.921462893486023,0.921462893486023,0.6486184000968933,2.604166729724966e-05,2.604166729724966e-05,286.1439514160156,0.18662318587303162,1.0130585769255174,2964.85595703125,2.72184603744563e-08,0.049166082599348127,0.0867665402704765,0.0867665402704765,,,0.8603505492210388,0.8603505492210388,0.6065042614936829,0.0,0.0,273.2572021484375,0.25644466280937195,1.0033051673264741,5927.3486328125,-1.240506453115131e-08,-0.024487791102886396,0.18473917851244978,0.18473917851244978,,,0.8368229866027832,0.8368229866027832,0.617363452911377,0.0,0.0,267.6692810058594,0.27673202753067017,0.9796891412069324,7838.58203125,1.6739580388502873e-08,-0.0033532191997937564,0.2751574212355692,0.2751574212355692,,
17,5.472103118896484,5.472103118896484,-0.008052414645987509,,0.9174626469612122,0.9174626469612122,0.6435107588768005,0.0,0.0,285.4093322753906,0.18895989656448364,0.9944520580841705,2676.08935546875,2.985715497061392e-08,0.035925669970879516,0.08894579029239956,0.08894579029239956,,,0.8441730737686157,0.8441730737686157,0.5893692970275879,0.0,0.0,269.8962707519531,0.27213937044143677,0.9734845284214516,5536.8544921875,-1.1175066205737494e-08,-0.02629194042559361,0.19376640139011994,0.19376640139011994,,,0.8112269043922424,0.8112269043922424,0.5908435583114624,0.0,0.0,261.8802490234375,0.30286043882369995,0.9341915804439236,7055.388671875,1.749820555119186e-08,-0.011960827365149371,0.29474403034732954,0.29474403034732954,,
18,5.529660224914551,5.529660224914551,-0.01411468800140246,,0.9187346696853638,0.9187346696853638,0.6403328776359558,2.604166729724966e-05,2.604166729724966e-05,285.7569885253906,0.18993531167507172,0.9977308115110203,2528.399658203125,3.2873789024279176e-08,0.03471196468846018,0.09084755626289102,0.09084755626289102,,,0.8372306227684021,0.8372306227684021,0.5749187469482422,0.0,0.0,268.70074462890625,0.2805105447769165,0.9691951368411574,5393.26171875,-9.778849729968897e-09,-0.0393130090958756,0.20213898882628983,0.20213898882628983,,,0.7936545610427856,0.7936545610427856,0.5693369507789612,0.0,0.0,258.0799560546875,0.3207820653915405,0.915551033644101,6882.77392578125,1.830343876463303e-08,-0.015222750854796106,0.3127757541928803,0.3127757541928803,,
19,5.490235328674316,5.490235328674316,-0.022052580870978434,,0.9168020486831665,0.9168020486831665,0.6362321376800537,0.0,0.0,285.3962707519531,0.19238395988941193,0.9901089381483885,2365.119140625,3.6021358340576626e-08,0.02395085543772449,0.09259376228936056,0.09259376228936056,,,0.8250761032104492,0.8250761032104492,0.5596262812614441,0.0,0.0,266.1103210449219,0.29281434416770935,0.9459270991573768,5011.115234375,-8.32322122334972e-09,-0.04567396300930297,0.21010586697178113,0.21010586697178113,,,0.7715495824813843,0.7715495824813843,0.544545590877533,0.0,0.0,252.94900512695312,0.3432864546775818,0.8830948242344454,6349.7138671875,1.914489189402957e-08,-0.023401056796111507,0.3304687989591653,0.3304687989591653,,
20,5.3357977867126465,5.3357977867126465,-0.018215000425341802,5.3720383644104,0.9070159792900085,0.9070159792900085,0.6257600784301758,0.0,0.0,283.52838134765625,0.20422787964344025,0.9561048070304102,2170.0234375,3.9522568329175556e-08,0.02655911080865757,0.0941991067824314,0.0941991067824314,,,0.8057863116264343,0.8057863116264343,0.5370208621025085,0.0,0.0,262.28314208984375,0.3117148280143738,0.896823898538043,4483.29248046875,-6.708652300346785e-09,-0.04456683200351805,0.2175479164914933,0.2175479164914933,,,0.7444382309913635,0.7444382309913635,0.5174614787101746,0.0,0.0,246.6510772705078,0.3703441321849823,0.8342233563483461,5540.4375,1.9999134792669793e-08,-0.017530572320415733,0.3471922471040575,0.3471922471040575,,
21,5.348679065704346,5.348679065704346,-0.02924147005896149,,0.8930622935295105,0.8930622935295105,0.6057837009429932,2.604166729724966e-05,2.604166729724966e-05,280.805419921875,0.22143560647964478,0.9379756918810864,2170.75830078125,4.298029310234597e-08,0.014674470653818897,0.09564551140052407,0.09564551140052407,,,0.7755875587463379,0.7755875587463379,0.5084776878356934,0.0,0.0,255.3733367919922,0.34217560291290283,0.86685889387784,4424.142578125,-5.1171569204200296e-09,-0.053026528913917736,0.22422577566587604,0.22422577566587604,,,0.7081531882286072,0.7081531882286072,0.48582926392555237,0.00010416666918899864,0.00010416666918899864,237.63084411621094,0.4060559868812561,0.8029677031487071,5383.4443359375,2.0911404163825864e-08,-0.030626186723390847,0.3617393661696475,0.3617393661696475,,
22,5.2352495193481445,5.2352495193481445,-0.042249537496890956,,0.8836215734481812,0.8836215734481812,0.5898085832595825,5.208333459449932e-05,5.208333459449932e-05,278.9626159667969,0.23369614779949188,0.9095882763254973,1989.979248046875,4.6650100671286054e-08,-0.001954916563638398,0.09705845844840515,0.09705845844840515,,,0.753939151763916,0.753939151763916,0.48520469665527344,0.0,0.0,250.5789794921875,0.36448726058006287,0.839743438738039,4143.0654296875,-3.4364961987165543e-09,-0.0683776621719467,0.23077413192662805,0.23077413192662805,,,0.6770780086517334,0.6770780086517334,0.4571708142757416,0.00010416666918899864,0.00010416666918899864,229.87271118164062,0.4369317293167114,0.7563565638178265,4769.19482421875,2.1821392692800146e-08,-0.04258786280437202,0.37619394925851407,0.37619394925851407,,
23,5.3621954917907715,5.3621954917907715,-0.043080037048423094,,0.8846621513366699,0.8846621513366699,0.5960475206375122,0.0,0.0,279.19403076171875,0.23054146766662598,0.9309318266094492,2221.74267578125,5.069798092449673e-08,-0.010659356790443865,0.098360865747291,0.098360865747291,,,0.7441542744636536,0.7441542744636536,0.47628042101860046,0.0,0.0,248.5269012451172,0.37178757786750793,0.8312495308056853,4324.86279296875,-1.6181722628516582e-09,-0.07467669324996752,0.2368281680404896,0.2368281680404896,,,0.6581829786300659,0.6581829786300659,0.43927446007728577,0.0001302083401242271,0.0001302083401242271,225.45838928222656,0.45413723587989807,0.7492287577241372,5193.8740234375,2.27971543864669e-08,-0.03958838878478902,0.3892719865409554,0.3892719865409554,,
24,5.2295684814453125,5.2295684814453125,-0.06259992477589447,,0.869276225566864,0.869276225566864,0.5731179714202881,0.0,0.0,276.09967041015625,0.2472771853208542,0.8929350557412697,1908.880126953125,5.4580816311045055e-08,-0.015120924162716196,0.09985484482525546,0.09985484482525546,,,0.7099782824516296,0.7099782824516296,0.4484182298183441,7.812499825377017e-05,7.812499825377017e-05,240.16258239746094,0.4039354920387268,0.79090911349769,3868.79541015625,1.1951821476952063e-10,-0.08848609926753459,0.24333310846808723,0.24333310846808723,,,0.6204716563224792,0.6204716563224792,0.4076575040817261,0.00041666667675599456,0.00041666667675599456,215.4902801513672,0.4905227720737457,0.7068779655147146,4470.70068359375,2.3762547485262075e-08,-0.06761497114182899,0.40404220837480226,0.40404220837480226,,
25,5.051977157592773,5.051977157592773,-0.05519786338775596,,0.8519366979598999,0.8519366979598999,0.5525799989700317,0.0001302083401242271,0.0001302083401242271,272.5820617675781,0.2689618468284607,0.8567973638401513,1694.458251953125,5.8744859643411473e-08,-0.030683556347076157,0.10110124848385312,0.10110124848385312,,,0.6780024766921997,0.6780024766921997,0.4224502742290497,5.208333459449932e-05,5.208333459449932e-05,232.35980224609375,0.4367525577545166,0.7442258691564011,3319.86279296875,1.9905053161295427e-09,-0.09670788741067779,0.2490436452318727,0.2490436452318727,,,0.5842205882072449,0.5842205882072449,0.37966883182525635,0.0006249999860301614,0.0006249999860301614,206.1509246826172,0.5261433124542236,0.6655109472809924,3774.70068359375,2.4718369573406562e-08,-0.04653860719848234,0.41658143190957725,0.41658143190957725,,
26,5.134247779846191,5.134247779846191,-0.06561493146828577,,0.8649526834487915,0.8649526834487915,0.5655970573425293,0.0,0.0,275.2092590332031,0.25347352027893066,0.8653256111997082,1663.730712890625,6.264086493956711e-08,-0.010043047386095011,0.10220303807471157,0.10220303807471157,,,0.6821025609970093,0.6821025609970093,0.4216313362121582,5.208333459449932e-05,5.208333459449932e-05,234.02438354492188,0.42872264981269836,0.7539454843985144,3285.1572265625,3.7412029030292615e-09,-0.09216629049722147,0.25394479251353735,0.25394479251353735,,,0.5743365287780762,0.5743365287780762,0.36775386333465576,0.0006770833279006183,0.0006770833279006183,204.1741943359375,0.5329148173332214,0.6561914914864906,3511.70361328125,2.5704776973611843e-08,-0.07434322056221039,0.42725378722986646,0.42725378722986646,,
27,5.030392646789551,5.030392646789551,-0.05347537321705973,,0.8575144410133362,0.8575144410133362,0.5576809048652649,2.604166729724966e-05,2.604166729724966e-05,273.9573059082031,0.2628479301929474,0.8502044274187026,1588.811279296875,6.689022313821624e-08,-0.025577028056389655,0.10323560240544984,0.10323560240544984,,,0.6660779714584351,0.6660779714584351,0.4075606167316437,0.0,0.0,230.67405700683594,0.44595664739608765,0.7185539937012219,2805.759765625,5.566806571266625e-09,-0.07411326185591305,0.2585402425741841,0.2585402425741841,,,0.554111659526825,0.554111659526825,0.35164675116539,0.0011979166883975267,0.0011979166883975267,199.00912475585938,0.5543644428253174,0.6327063211660754,3216.4169921875,2.6714369383284975e-08,-0.05806598564610584,0.4371260372831282,0.4371260372831282,,
28,4.9210309982299805,4.9210309982299805,-0.044997173217133285,,0.8448185324668884,0.8448185324668884,0.5421862006187439,0.00015624999650754035,0.00015624999650754035,271.09503173828125,0.2771342098712921,0.8219014198882567,1523.2100830078125,7.13974728228095e-08,-0.049957699578536414,0.1042414257118143,0.1042414257118143,,,0.6363897919654846,0.6363897919654846,0.3875853717327118,0.00010416666918899864,0.00010416666918899864,222.62844848632812,0.47398504614830017,0.6860774609570991,2694.97021484375,7.55835394272708e-09,-0.09541023499336494,0.2625803637576309,0.2625803637576309,,,0.5216937065124512,0.5216937065124512,0.32687994837760925,0.0012499999720603228,0.0012499999720603228,189.8165283203125,0.5871615409851074,0.6047985285171926,3039.967529296875,2.770762996817666e-08,-0.02647619158793899,0.44606554251700525,0.44606554251700525,,
29,4.792008399963379,4.792008399963379,-0.06352337188649734,,0.8533468842506409,0.8533468842506409,0.5499570369720459,7.812499825377017e-05,7.812499825377017e-05,273.1304626464844,0.2677149474620819,0.8165450143148469,1198.2841796875,7.550966074632015e-08,-0.03137484543507602,0.10517993562529512,0.10517993562529512,,,0.6388975381851196,0.6388975381851196,0.38579365611076355,0.00015624999650754035,0.00015624999650754035,224.2776336669922,0.4704893231391907,0.6768823590520381,2110.708740234375,9.428501535069245e-09,-0.0963470718327915,0.2664729774997953,0.2664729774997953,,,0.5154868364334106,0.5154868364334106,0.3167763352394104,0.0012239583302289248,0.0012239583302289248,188.91781616210938,0.5919342637062073,0.5838397199788427,2348.140380859375,2.867813897466931e-08,-0.06557179127425888,0.4547406073001337,0.4547406073001337,,
30,4.75220251083374,4.75220251083374,-0.08849448514989033,4.856692314147949,0.8299254775047302,0.8299254775047302,0.5255691409111023,7.812499825377017e-05,7.812499825377017e-05,268.2066345214844,0.29417771100997925,0.7911539279174781,1229.50048828125,7.947231495109008e-08,-0.03234059285494169,0.10586443459591816,0.10586443459591816,,,0.6002532839775085,0.6002532839775085,0.3612515926361084,0.00015624999650754035,0.00015624999650754035,214.29855346679688,0.5119435787200928,0.6499175769091488,2070.189453125,1.117481218670946e-08,-0.13093427004728658,0.269291999001145,0.269291999001145,,,0.4873727262020111,0.4873727262020111,0.2962639629840851,0.001848958432674408,0.001848958432674408,180.79872131347656,0.6264452338218689,0.562488499777477,2382.80859375,2.9628864695041557e-08,-0.09630025110604533,0.46084155351184203,0.46084155351184203,,
31,4.784843444824219,4.784843444824219,-0.1005785818303118,,0.8307049870491028,0.8307049870491028,0.5213856101036072,0.0004947916604578495,0.0004947916604578495,268.46844482421875,0.2931170165538788,0.794603366206979,1170.2568359375,8.333937984161821e-08,-0.04521375284482872,0.10661348457520874,0.10661348457520874,,,0.5890938639640808,0.5890938639640808,0.3526339530944824,0.0003645833348855376,0.0003645833348855376,211.29177856445312,0.5208941698074341,0.6461264963592088,1982.206787109375,1.2920013503503469e-08,-0.11709542815557776,0.2722532677636861,0.2722532677636861,,,0.4717405140399933,0.4717405140399933,0.2819315791130066,0.0020312501583248377,0.0020312501583248377,176.074462890625,0.6423776149749756,0.5494007006501404,2245.5732421875,3.05902574382344e-08,-0.12274566141730947,0.46768545592612476,0.46768545592612476,,
32,4.776487350463867,4.776487350463867,-0.10677557108691621,,0.8369296193122864,0.8369296193122864,0.5267055630683899,0.0003124999930150807,0.0003124999930150807,269.6603698730469,0.28692173957824707,0.7957507391317808,1119.049072265625,8.710880905482554e-08,-0.05645972563928365,0.10729736365768218,0.10729736365768218,,,0.5867279171943665,0.5867279171943665,0.35088539123535156,0.0002864583511836827,0.0002864583511836827,210.62193298339844,0.5233194828033447,0.6388436567064236,1904.12841796875,1.4683334548237781e-08,-0.1543589476232064,0.2749564927984769,0.2749564927984769,,,0.4617769420146942,0.4617769420146942,0.2717213034629822,0.0020572918001562357,0.0020572918001562357,173.2699737548828,0.653285801410675,0.5386914324600958,2136.08349609375,3.1553970103459505e-08,-0.11475368204926677,0.47387316793040823,0.47387316793040823,,
33,4.701601505279541,4.701601505279541,-0.10504425944184743,,0.8272470235824585,0.8272470235824585,0.516582727432251,0.00010416666918899864,0.00010416666918899864,267.6241149902344,0.2960822284221649,0.7747067438964691,1024.56396484375,9.084772045753198e-08,-0.058839347048744765,0.10794901680452398,0.10794901680452398,,,0.5659275650978088,0.5659275650978088,0.33729973435401917,0.0002604166802484542,0.0002604166802484542,205.11929321289062,0.5432155132293701,0.6190906993464572,1679.2166748046875,1.6448391093604187e-08,-0.17199209490043116,0.27760084053132483,0.27760084053132483,,,0.4428844749927521,0.4428844749927521,0.25852859020233154,0.001927083358168602,0.001927083358168602,167.5918426513672,0.6755536198616028,0.5217956945379452,1939.0604248046875,3.249019897566541e-08,-0.10373909934600418,0.4798332637389231,0.4798332637389231,,
34,4.679495811462402,4.679495811462402,-0.10495511144505835,,0.8274458050727844,0.8274458050727844,0.5148177146911621,7.812499825377017e-05,7.812499825377017e-05,267.7486877441406,0.29556387662887573,0.7722283872320244,1045.2109375,9.459861871619069e-08,-0.06743037707773104,0.10854320580372473,0.10854320580372473,,,0.5593288540840149,0.5593288540840149,0.3325671851634979,0.0002604166802484542,0.0002604166802484542,203.71974182128906,0.5518397092819214,0.6097483506004868,1645.633056640625,1.8193679451883327e-08,-0.14078097008095178,0.27994954449454124,0.27994954449454124,,,0.43252789974212646,0.43252789974212646,0.2490401715040207,0.0016666667070239782,0.0016666667070239782,165.11053466796875,0.6865895390510559,0.5064879409891877,1884.26513671875,3.3434730539738666e-08,-0.11793368506886015,0.48540594059315756,0.48540594059315756,,
